lab_names,aphis_numbers,lab_type,locations,records,animal_count,animals_used
Columbia University - New York,21-R-0082,Private Higher Education,"630 West 168th St, Box 64, New York, New York, 10032","['Records: 39', 'Records: 38', 'Records: 26', 'Records: 87', 'Records: 28', 'Records: 29', 'Records: 11', 'Records: 27', 'Records: 35', 'Records: 25', 'Records: 27', 'Records: 27', 'Records: 36', 'Records: 49', 'Records: 46', 'Records: 15', 'Records: 23', 'Records: 71', 'Records: 30', 'Records: 30', 'Records: 44', 'Records: 110', 'Records: 31', 'Records: 23', 'Records: 84', 'Records: 53', 'Records: 25', 'Records: 26', 'Records: 35', 'Records: 36', 'Records: 37', 'Records: 37', 'Records: 41', 'Records: 28', 'Records: 35', 'Records: 30', 'Records: 13', 'Records: 41', 'Records: 36', 'Records: 65', 'Records: 31', 'Records: 45', 'Records: 41', 'Records: 40', 'Records: 33', 'Records: 35', 'Records: 47', 'Records: 12', 'Records: 43', 'Records: 29', 'Records: 59', 'Records: 26', 'Records: 45', 'Records: 37', 'Records: 34', 'Records: 50', 'Records: 61', 'Records: 36', 'Records: 29', 'Records: 30', 'Records: 26', 'Records: 35', 'Records: 36', 'Records: 52', 'Records: 32', 'Records: 55', 'Records: 121', 'Records: 41', 'Records: 27', 'Records: 26', 'Records: 25', 'Records: 29', 'Records: 25', 'Records: 28', 'Records: 34', 'Records: 8', 'Records: 34', 'Records: 28', 'Records: 28', 'Records: 30', 'Records: 25', 'Records: 28', 'Records: 49', 'Records: 81', 'Records: 41', 'Records: 42', 'Records: 31', 'Records: 46', 'Records: 32', 'Records: 195', 'Records: 33', 'Records: 24', 'Records: 49', 'Records: 29', 'Records: 104', 'Records: 3', 'Records: 40', 'Records: 26', 'Records: 34', 'Records: 82']","['AWA Animal Count (2024): 40', 'AWA Animal Count (2024): 60', 'AWA Animal Count (2024): 20', 'AWA Animal Count (2024): 1174', 'AWA Animal Count (2024): 917', 'AWA Animal Count (2024): 123', 'AWA Animal Count (2024): 50', 'AWA Animal Count (2024): 171', 'AWA Animal Count (2024): 255', 'AWA Animal Count (2024): 410', 'AWA Animal Count (2024): 232', 'AWA Animal Count (2024): 1158', 'AWA Animal Count (2024): 6', 'AWA Animal Count (2024): 423', 'AWA Animal Count (2024): 179', 'AWA Animal Count (2022): 2', 'AWA Animal Count (2024): 12', 'AWA Animal Count (2024): 1762', 'AWA Animal Count (2024): 25', 'AWA Animal Count (2024): 28', 'AWA Animal Count (2024): 833', 'AWA Animal Count (2024): 1760', 'AWA Animal Count (2024): 66', 'AWA Animal Count (2019): 80', 'AWA Animal Count (2024): 1418', 'AWA Animal Count (2024): 389', 'AWA Animal Count (2024): 58', 'AWA Animal Count (2024): 15', 'AWA Animal Count (2022): 7', 'AWA Animal Count (2024): 129', 'AWA Animal Count (2024): 301', 'AWA Animal Count (2024): 64', 'AWA Animal Count (2024): 50', 'AWA Animal Count (2024): 55', 'AWA Animal Count (2024): 143', 'AWA Animal Count (2024): 349', 'AWA Animal Count (2024): 224', 'AWA Animal Count (2023): 294', 'AWA Animal Count (2024): 33', 'AWA Animal Count (2024): 8500', 'AWA Animal Count (2024): 117', 'AWA Animal Count (2024): 183', 'AWA Animal Count (2024): 212', 'AWA Animal Count (2024): 188', 'AWA Animal Count (2024): 351', 'AWA Animal Count (2024): 14', 'AWA Animal Count (2024): 112', 'AWA Animal Count (2024): 114', 'AWA Animal Count (2024): 110', 'AWA Animal Count (2024): 36', 'AWA Animal Count (2024): 304', 'AWA Animal Count (2024): 90', 'AWA Animal Count (2024): 1796', 'AWA Animal Count (2024): 9750', 'AWA Animal Count (2024): 1013', 'AWA Animal Count (2024): 2394', 'AWA Animal Count (2024): 106', 'AWA Animal Count (2024): 12', 'AWA Animal Count (2024): 483', 'AWA Animal Count (2024): 28', 'AWA Animal Count (2024): 940', 'AWA Animal Count (2024): 8', 'AWA Animal Count (2024): 150', 'AWA Animal Count (2024): 6592', 'AWA Animal Count (2024): 46', 'AWA Animal Count (2024): 378', 'AWA Animal Count (2024): 662', 'AWA Animal Count (2024): 17', 'AWA Animal Count (2023): 28', 'AWA Animal Count (2024): 4', 'AWA Animal Count (2023): 15', 'AWA Animal Count (2024): 7', 'AWA Animal Count (2024): 147', 'AWA Animal Count (2024): 152', 'AWA Animal Count (2024): 37', 'AWA Animal Count (2024): 441', 'AWA Animal Count (2024): 30', 'AWA Animal Count (2024): 273', 'AWA Animal Count (2018): 2', 'AWA Animal Count (2017): 11', 'AWA Animal Count (2021): 10', 'AWA Animal Count (2024): 38', 'AWA Animal Count (2023): 23', 'AWA Animal Count (2024): 1878', 'AWA Animal Count (2024): 82', 'AWA Animal Count (2024): 2749', 'AWA Animal Count (2024): 440', 'AWA Animal Count (2024): 150', 'AWA Animal Count (2018): 7277', 'AWA Animal Count (2024): 43323', 'AWA Animal Count (2024): 29', 'AWA Animal Count (2024): 185', 'AWA Animal Count (2024): 526', 'AWA Animal Count (2024): 30', 'AWA Animal Count (2024): 11060', 'AWA Animal Count (2024): 75', 'AWA Animal Count (2024): 117', 'AWA Animal Count (2024): 56', 'AWA Animal Count (2024): 61', 'AWA Animal Count (2024): 1936']","['AWA Animals Used (2024): Rabbits, Pigs', 'AWA Animals Used (2024): Other Animals', 'AWA Animals Used (2024): Cats, Dogs', 'AWA Animals Used (2024): Dogs, Hamsters+4', 'AWA Animals Used (2024): Dogs, Cats', 'AWA Animals Used (2024): Sheep, Hamsters+5', 'AWA Animals Used (2024): Dogs, Cats', 'AWA Animals Used (2024): Rabbits, Cats+1', 'AWA Animals Used (2024): Other Animals, Cats+2', 'AWA Animals Used (2024): Sheep, Dogs+4', 'AWA Animals Used (2024): Other Animals, Sheep+3', 'AWA Animals Used (2024): Dogs, Cats+4', 'AWA Animals Used (2024): Pigs', 'AWA Animals Used (2024): Other Animals', 'AWA Animals Used (2024): Dogs, Sheep+1', 'AWA Animals Used (2022): Guinea Pigs', 'AWA Animals Used (2024): Rabbits, Guinea Pigs+1', 'AWA Animals Used (2024): Cats, Dogs+5', 'AWA Animals Used (2024): Guinea Pigs', 'AWA Animals Used (2024): Dogs, Cats+1', 'AWA Animals Used (2024): Sheep, Rabbits+2', 'AWA Animals Used (2024): Dogs, Hamsters+4', 'AWA Animals Used (2024): Pigs, Guinea Pigs+1', 'AWA Animals Used (2019): Sheep, Pigs', 'AWA Animals Used (2024): Dogs, Cats+6', 'AWA Animals Used (2024): Cats, Other Animals+3', 'AWA Animals Used (2024): Dogs, Cats+2', 'AWA Animals Used (2024): Dogs, Cats', 'AWA Animals Used (2022): Rabbits', 'AWA Animals Used (2024): Cats, Rabbits+4', 'AWA Animals Used (2024): Pigs, Sheep+1', 'AWA Animals Used (2024): Guinea Pigs, Sheep', 'AWA Animals Used (2024): Other Animals, Sheep+1', 'AWA Animals Used (2024): Other Animals, Cats+2', 'AWA Animals Used (2024): Sheep', 'AWA Animals Used (2024): Dogs, Cats+1', 'AWA Animals Used (2024): Dogs, Cats', 'AWA Animals Used (2023): Pigs, Sheep+1', 'AWA Animals Used (2024): Rabbits, Cats+1', 'AWA Animals Used (2024): Dogs, Guinea Pigs+3', 'AWA Animals Used (2024): Other Animals, Guinea Pigs+3', 'AWA Animals Used (2024): Other Animals, Cats+1', 'AWA Animals Used (2024): Dogs, Cats', 'AWA Animals Used (2024): Cats, Dogs+3', 'AWA Animals Used (2024): Sheep, Pigs+5', 'AWA Animals Used (2024): Rabbits, Dogs+1', 'AWA Animals Used (2024): Dogs', 'AWA Animals Used (2024): Cats', 'AWA Animals Used (2024): Rabbits, Pigs', 'AWA Animals Used (2024): Rabbits, Dogs+1', 'AWA Animals Used (2024): Dogs, Other Animals+2', 'AWA Animals Used (2024): Rabbits, Cats+1', 'AWA Animals Used (2024): Pigs, Dogs', 'AWA Animals Used (2024): Cats, Dogs+3', 'AWA Animals Used (2024): Rabbits, Other Animals', 'AWA Animals Used (2024): Hamsters, Other Animals', 'AWA Animals Used (2024): Rabbits, Pigs', 'AWA Animals Used (2024): Other Animals', 'AWA Animals Used (2024): Rabbits, Other Animals+3', 'AWA Animals Used (2024): Other Animals, Rabbits+3', 'AWA Animals Used (2024): Cats, Dogs', 'AWA Animals Used (2024): Dogs', 'AWA Animals Used (2024): Pigs', 'AWA Animals Used (2024): Dogs, Other Animals+1', 'AWA Animals Used (2024): Pigs', 'AWA Animals Used (2024): Non Human Primates, Other Animals+1', 'AWA Animals Used (2024): Dogs, Guinea Pigs+5', 'AWA Animals Used (2024): Pigs', 'AWA Animals Used (2023): Other Animals', 'AWA Animals Used (2024): Hamsters', 'AWA Animals Used (2023): Rabbits, Dogs', 'AWA Animals Used (2024): Rabbits', 'AWA Animals Used (2024): Dogs, Cats+1', 'AWA Animals Used (2024): Dogs', 'AWA Animals Used (2024): Cats, Rabbits+3', 'AWA Animals Used (2024): Dogs, Rabbits+2', 'AWA Animals Used (2024): Dogs, Other Animals+1', 'AWA Animals Used (2024): Other Animals, Pigs+1', 'AWA Animals Used (2018): Hamsters, Other Animals', 'AWA Animals Used (2017): Other Animals', 'AWA Animals Used (2021): Rabbits, Dogs+1', 'AWA Animals Used (2024): Other Animals', 'AWA Animals Used (2023): Rabbits', 'AWA Animals Used (2024): Dogs, Hamsters+4', 'AWA Animals Used (2024): Other Animals, Pigs+1', 'AWA Animals Used (2024): Rabbits, Hamsters+2', 'AWA Animals Used (2024): Cats, Dogs+3', 'AWA Animals Used (2024): Sheep, Rabbits+1', 'AWA Animals Used (2018): Dogs, Cats+6', 'AWA Animals Used (2024): Dogs, Cats+7', 'AWA Animals Used (2024): Dogs, Cats', 'AWA Animals Used (2024): Cats, Rabbits+4', 'AWA Animals Used (2024): Rabbits, Hamsters', 'AWA Animals Used (2024): Pigs, Dogs', 'AWA Animals Used (2024): Cats, Dogs+5', 'AWA Animals Used (2024): Dogs, Cats+3', 'AWA Animals Used (2024): Rabbits', 'AWA Animals Used (2024): Cats, Dogs', 'AWA Animals Used (2024): Rabbits, Dogs+1', 'AWA Animals Used (2024): Guinea Pigs, Hamsters+5']"
Arizona State University - Tempe,86-R-0002,Public Higher Education,"1151 S. Forest Ave, Tempe, Arizona, 85287","['Records: 33', 'Records: 31', 'Records: 9', 'Records: 27', 'Records: 23', 'Records: 25', 'Records: 31', 'Records: 78', 'Records: 54', 'Records: 27', 'Records: 19', 'Records: 25', 'Records: 27', 'Records: 31', 'Records: 55', 'Records: 26', 'Records: 39', 'Records: 16', 'Records: 32', 'Records: 23', 'Records: 34', 'Records: 29', 'Records: 30', 'Records: 49', 'Records: 13', 'Records: 18', 'Records: 48', 'Records: 70', 'Records: 113', 'Records: 62', 'Records: 38', 'Records: 62', 'Records: 33', 'Records: 19', 'Records: 6', 'Records: 30', 'Records: 9', 'Records: 182', 'Records: 79', 'Records: 28', 'Records: 44', 'Records: 23', 'Records: 53', 'Records: 47', 'Records: 13', 'Records: 28', 'Records: 57', 'Records: 460', 'Records: 277', 'Records: 103', 'Records: 109', 'Records: 31', 'Records: 44', 'Records: 37', 'Records: 32', 'Records: 67', 'Records: 21', 'Records: 59', 'Records: 45', 'Records: 69', 'Records: 52', 'Records: 73', 'Records: 58', 'Records: 32', 'Records: 53', 'Records: 53', 'Records: 50', 'Records: 32', 'Records: 19', 'Records: 13', 'Records: 130', 'Records: 105', 'Records: 58', 'Records: 22', 'Records: 9', 'Records: 69', 'Records: 243', 'Records: 61', 'Records: 45', 'Records: 51', 'Records: 63', 'Records: 5', 'Records: 43', 'Records: 46', 'Records: 142', 'Records: 94', 'Records: 81', 'Records: 48', 'Records: 28', 'Records: 64', 'Records: 40', 'Records: 21', 'Records: 48', 'Records: 92', 'Records: 49', 'Records: 59', 'Records: 77', 'Records: 48', 'Records: 67', 'Records: 152']","['AWA Animal Count (2024): 12', 'AWA Animal Count (2024): 73', 'AWA Animal Count (2023): 3', 'AWA Animal Count (2024): 107', 'AWA Animal Count (2024): 59', 'AWA Animal Count (2024): 54', 'AWA Animal Count (2024): 152', 'AWA Animal Count (2024): 357', 'AWA Animal Count (2024): 311', 'AWA Animal Count (2024): 607', 'AWA Animal Count (2019): 594', 'AWA Animal Count (2023): 8', 'AWA Animal Count (2024): 86', 'AWA Animal Count (2024): 56', 'AWA Animal Count (2024): 273', 'AWA Animal Count (2024): 123', 'AWA Animal Count (2024): 417', 'AWA Animal Count (2024): 8', 'AWA Animal Count (2023): 8', 'AWA Animal Count (2021): 231', 'AWA Animal Count (2024): 403', 'AWA Animal Count (2024): 84', 'AWA Animal Count (2020): 63', 'AWA Animal Count (2024): 767', 'AWA Animal Count (2024): 425', 'AWA Animal Count (2021): 492', 'AWA Animal Count (2024): 121', 'AWA Animal Count (2024): 15360', 'AWA Animal Count (2024): 691', 'AWA Animal Count (2024): 104', 'AWA Animal Count (2024): 71', 'AWA Animal Count (2024): 221', 'AWA Animal Count (2024): 942', 'AWA Animal Count (2023): 60', 'AWA Animal Count (2024): 7', 'AWA Animal Count (2024): 19', 'AWA Animal Count (2024): 138', 'AWA Animal Count (2024): 641', 'AWA Animal Count (2024): 2481', 'AWA Animal Count (2024): 614', 'AWA Animal Count (2024): 1598', 'AWA Animal Count (2024): 18', 'AWA Animal Count (2024): 25', 'AWA Animal Count (2024): 749', 'AWA Animal Count (2024): 601', 'AWA Animal Count (2019): 636', 'AWA Animal Count (2024): 1620', 'AWA Animal Count (2024): 2491', 'AWA Animal Count (2024): 6075', 'AWA Animal Count (2024): 3011', 'AWA Animal Count (2024): 4311', 'AWA Animal Count (2024): 1663', 'AWA Animal Count (2024): 2347', 'AWA Animal Count (2024): 1039', 'AWA Animal Count (2024): 165', 'AWA Animal Count (2024): 114', 'AWA Animal Count (2023): 8', 'AWA Animal Count (2024): 9917', 'AWA Animal Count (2024): 819', 'AWA Animal Count (2024): 1896', 'AWA Animal Count (2024): 36685', 'AWA Animal Count (2024): 632', 'AWA Animal Count (2024): 3494', 'AWA Animal Count (2024): 37', 'AWA Animal Count (2024): 2314', 'AWA Animal Count (2024): 4198', 'AWA Animal Count (2024): 1157', 'AWA Animal Count (2023): 122', 'AWA Animal Count (2018): 70', 'AWA Animal Count (2019): 42', 'AWA Animal Count (2024): 2618', 'AWA Animal Count (2024): 17169', 'AWA Animal Count (2024): 2015', 'AWA Animal Count (2024): 9', 'AWA Animal Count (2015): 133', 'AWA Animal Count (2024): 230', 'AWA Animal Count (2024): 8995', 'AWA Animal Count (2024): 472', 'AWA Animal Count (2024): 209', 'AWA Animal Count (2024): 308', 'AWA Animal Count (2024): 132', 'AWA Animal Count (2024): 98', 'AWA Animal Count (2024): 79', 'AWA Animal Count (2024): 10', 'AWA Animal Count (2024): 8288', 'AWA Animal Count (2024): 533', 'AWA Animal Count (2024): 3356', 'AWA Animal Count (2024): 78', 'AWA Animal Count (2024): 24', 'AWA Animal Count (2024): 1500', 'AWA Animal Count (2024): 2', 'AWA Animal Count (2024): 1104', 'AWA Animal Count (2013): 4', 'AWA Animal Count (2024): 1403', 'AWA Animal Count (2024): 6534', 'AWA Animal Count (2024): 1198', 'AWA Animal Count (2024): 912', 'AWA Animal Count (2024): 162', 'AWA Animal Count (2024): 147', 'AWA Animal Count (2024): 123']","['AWA Animals Used (2024): Rabbits, Other Animals', 'AWA Animals Used (2024): Dogs, Cats+6', 'AWA Animals Used (2023): Dogs', 'AWA Animals Used (2024): Other Animals, Cats+2', 'AWA Animals Used (2024): Cats, Pigs+4', 'AWA Animals Used (2024): Sheep, Guinea Pigs+3', 'AWA Animals Used (2024): Pigs, Other Animals', 'AWA Animals Used (2024): Guinea Pigs, Non Human Primates+4', 'AWA Animals Used (2024): Sheep, Pigs+2', 'AWA Animals Used (2024): Pigs, Rabbits+2', 'AWA Animals Used (2019): Sheep, Cats+3', 'AWA Animals Used (2023): Rabbits', 'AWA Animals Used (2024): Rabbits, Other Animals', 'AWA Animals Used (2024): Dogs, Cats', 'AWA Animals Used (2024): Dogs, Hamsters+3', 'AWA Animals Used (2024): Other Animals, Cats+3', 'AWA Animals Used (2024): Pigs, Sheep+1', 'AWA Animals Used (2024): Rabbits', 'AWA Animals Used (2023): Dogs, Cats', 'AWA Animals Used (2021): Dogs, Cats', 'AWA Animals Used (2024): Other Animals, Rabbits+4', 'AWA Animals Used (2024): Pigs, Sheep+1', 'AWA Animals Used (2020): Other Animals, Pigs+2', 'AWA Animals Used (2024): Dogs', 'AWA Animals Used (2024): Other Animals, Dogs+2', 'AWA Animals Used (2021): Other Animals, Cats+2', 'AWA Animals Used (2024): Non Human Primates, Dogs+1', 'AWA Animals Used (2024): Cats, Dogs+4', 'AWA Animals Used (2024): Other Animals, Non Human Primates+3', 'AWA Animals Used (2024): Dogs', 'AWA Animals Used (2024): Rabbits, Sheep+1', 'AWA Animals Used (2024): Guinea Pigs, Sheep+1', 'AWA Animals Used (2024): Cats, Rabbits+1', 'AWA Animals Used (2023): Other Animals, Rabbits+2', 'AWA Animals Used (2024): Dogs, Other Animals', 'AWA Animals Used (2024): Other Animals, Hamsters+3', 'AWA Animals Used (2024): Dogs, Sheep+1', 'AWA Animals Used (2024): Dogs, Rabbits+3', 'AWA Animals Used (2024): Guinea Pigs, Non Human Primates+3', 'AWA Animals Used (2024): Rabbits', 'AWA Animals Used (2024): Pigs, Non Human Primates', 'AWA Animals Used (2024): Dogs, Pigs', 'AWA Animals Used (2024): Pigs, Rabbits+1', 'AWA Animals Used (2024): Dogs, Cats+3', 'AWA Animals Used (2024): Pigs, Hamsters+2', 'AWA Animals Used (2019): Rabbits, Cats+4', 'AWA Animals Used (2024): Dogs, Cats', 'AWA Animals Used (2024): Dogs, Hamsters+4', 'AWA Animals Used (2024): Cats, Guinea Pigs+6', 'AWA Animals Used (2024): Rabbits, Hamsters+2', 'AWA Animals Used (2024): Guinea Pigs, Hamsters+2', 'AWA Animals Used (2024): Dogs, Pigs+1', 'AWA Animals Used (2024): Other Animals, Hamsters+5', 'AWA Animals Used (2024): Dogs, Guinea Pigs+2', 'AWA Animals Used (2024): Cats, Dogs', 'AWA Animals Used (2024): Cats, Rabbits+3', 'AWA Animals Used (2023): Hamsters', 'AWA Animals Used (2024): Dogs, Guinea Pigs+3', 'AWA Animals Used (2024): Pigs, Rabbits+1', 'AWA Animals Used (2024): Dogs, Non Human Primates+1', 'AWA Animals Used (2024): Dogs, Guinea Pigs+3', 'AWA Animals Used (2024): Dogs, Non Human Primates+3', 'AWA Animals Used (2024): Rabbits, Guinea Pigs+1', 'AWA Animals Used (2024): Pigs', 'AWA Animals Used (2024): Dogs, Non Human Primates+2', 'AWA Animals Used (2024): Dogs, Non Human Primates', 'AWA Animals Used (2024): Dogs, Guinea Pigs+3', 'AWA Animals Used (2023): Dogs', 'AWA Animals Used (2018): Pigs, Rabbits', 'AWA Animals Used (2019): Dogs, Sheep+2', 'AWA Animals Used (2024): Cats, Dogs+7', 'AWA Animals Used (2024): Dogs, Guinea Pigs+6', 'AWA Animals Used (2024): Dogs, Cats+5', 'AWA Animals Used (2024): Other Animals', 'AWA Animals Used (2015): Dogs, Guinea Pigs+1', 'AWA Animals Used (2024): Hamsters, Dogs+1', 'AWA Animals Used (2024): Dogs, Guinea Pigs+5', 'AWA Animals Used (2024): Other Animals, Rabbits+3', 'AWA Animals Used (2024): Rabbits, Dogs+1', 'AWA Animals Used (2024): Pigs, Other Animals+2', 'AWA Animals Used (2024): Pigs', 'AWA Animals Used (2024): Dogs, Rabbits+2', 'AWA Animals Used (2024): Sheep, Rabbits+1', 'AWA Animals Used (2024): Pigs', 'AWA Animals Used (2024): Dogs, Cats+7', 'AWA Animals Used (2024): Dogs, Hamsters+4', 'AWA Animals Used (2024): Cats, Dogs+6', 'AWA Animals Used (2024): Rabbits, Pigs', 'AWA Animals Used (2024): Dogs, Pigs', 'AWA Animals Used (2024): Other Animals', 'AWA Animals Used (2024): Dogs', 'AWA Animals Used (2024): Rabbits, Pigs+3', 'AWA Animals Used (2013): Dogs', 'AWA Animals Used (2024): Cats, Hamsters+4', 'AWA Animals Used (2024): Other Animals', 'AWA Animals Used (2024): Hamsters, Rabbits+3', 'AWA Animals Used (2024): Dogs, Other Animals+1', 'AWA Animals Used (2024): Pigs, Sheep+2', 'AWA Animals Used (2024): Cats, Dogs', 'AWA Animals Used (2024): Other Animals, Rabbits+3']"
